Código Mantenedora,Razão Social,CNPJ,Natureza Jurídica,Código IES,Instituição(IES),Sigla,Telefone,Sitio,e-Mail,Endereço Sede,Município,UF,Organização Acadêmica,Tipo de Credenciamento,Categoria,Categoria Administrativa,Data do Ato de Criação da IES,CI,Ano CI,CI-EaD,Ano CI-EaD,IGC,Ano IGC,Reitor/Dirigente Principal,Representante Legal,Sinalizações Vigentes,Situação da IES
251,ORGANIZACAO PAULISTA DE EDUCACAO E CULTURA,43.042.837/0001-06,Privada sem fins lucrativos,360,CENTRO UNIVERSITÁRIO PAULISTANO (UNIPAULISTANA),UNIPAULISTANA,(11)5549 3033 R-250,www.unipaulistana.edu.br,pesquisadora.institucional@unipaulistana.edu.br,Rua Madre Cabrini - 38 - CEP: 04020-001 - Vila Mariana,São Paulo,SP,Centro Universitário,Presencial - Superior,Privada,Privada sem fins lucrativos,1972-01-12,4,2016,-,,3,2019,,,,Ativa
2535,PSES SERVICOS EDUCACIONAIS LTDA.,01.224.108/0001-20,Privada com fins lucrativos,4037,CENTRO UNIVERSITÁRIO PITÁGORAS DE FORTALEZA (UNIPITÁGORAS),UNIPITÁGORAS,(85) 3533 7050,www.fateci.com.br,petre.rebac@kroton.com.br;ddi@kroton.com.br,Rua Barão de Aratanha - 51 - CEP: 60050-070 - Centro,Fortaleza,CE,Centro Universitário,Presencial - Superior,Privada,Privada com fins lucrativos,2004-11-01,4,2018,-,,3,2019,,,,Ativa
2818,CENTRO DE ENSINO SUPERIOR DE MARABA LTDA,07.333.953/0001-10,Privada com fins lucrativos,4452,CENTRO UNIVERSITÁRIO PITÁGORAS DE MARABÁ,-,31 21260940,www.faculdademetropolitana.com.br,natalia.rodrigues@kroton.com.br; ddi@kroton.com.br;,Rodovia BR-230 - 000 - CEP: 68507-765 - Nova Marabá,Marabá,PA,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,2006-12-18,4,2017,4,2018,3,2019,,,,Ativa
519,ASSOBES ENSINO SUPERIOR LTDA.,01.711.282/0001-06,Privada com fins lucrativos,1446,CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN (UNIPLAN),UNIPLAN,(11) 5586 4291,,bbrihy@unip.br;pigeral@unip.br;pigeral2020@gmail.com,Avenida Pau Brasil - 02 - CEP: 71926-000 - Sul (Águas Claras),Brasília,DF,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,1990-03-06,3,2018,4,2019,3,2019,,,,Ativa
221,FUNDACAO PRESIDENTE ANTONIO CARLOS,17.080.078/0001-66,Privada sem fins lucrativos,308,CENTRO UNIVERSITÁRIO PRESIDENTE ANTÔNIO CARLOS (UNIPAC),UNIPAC,(31)32473400,www.unipac.br,proreitoriadeensinobh@gmail.com,Rodovia BR-338 - s/n - CEP: 36201-143 - Colônia Rodrigo Silva,Barbacena,MG,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1997-03-13,3,2012,5,2019,3,2019,,,,Ativa
1050,IPTAN - INSTITUTO DE ENSINO SUPERIOR PRESIDENTE TANCREDO DE ALMEIDA NEVES S.A.,03.219.494/0001-98,Privada com fins lucrativos,1599,CENTRO UNIVERSITÁRIO PRESIDENTE TANCREDO DE ALMEIDA NEVES (UNIPTAN),UNIPTAN,(32) 3379 2725,www.uniptan.edu.br,fies3.uniptan@nreeducacional.com.br,Avenida Leite de Castro - 1.101 - CEP: 36301-182 - Fábricas,São João del Rei,MG,Centro Universitário,Presencial - Superior,Privada,Privada com fins lucrativos,2000-12-26,4,2016,-,,4,2019,,,,Ativa
1014,BCEC - BRASIL CENTRAL DE EDUCACAO E CULTURA LTDA,26.444.216/0001-30,Privada com fins lucrativos,1538,CENTRO UNIVERSITARIO PROJEÇÃO (UNIPROJEÇÃO),UNIPROJEÇÃO,(61) 34513992,https://projecao.br/,jonathan.moreira@projecao.br;jose.sergio@projecao.br; ana.luiza@projecao.br,"Área Especial 5/6, Setor - s/n - CEP: 72115-700 - Taguatinga",Brasília,DF,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,2000-04-13,4,2014,4,2015,4,2019,,,,Ativa
1671,SOCIEDADE UNIVERSITARIA REDENTOR S.A.,03.596.799/0001-19,Privada com fins lucrativos,2571,CENTRO UNIVERSITÁRIO REDENTOR (FACREDENTOR),FACREDENTOR,(22) 38110111,www.redentor.edu.br,sarah.torres@uniredentor.edu.br,BR 356 - 25 - CEP: 28300-000 - Presidente Costa e Silva,Itaperuna,RJ,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,2002-03-08,4,2016,4,2019,4,2019,,,,Ativa
313,SOCIEDADE DE EDUCACAO RITTER DOS REIS LTDA.,87.248.522/0001-95,Privada com fins lucrativos,448,CENTRO UNIVERSITÁRIO RITTER DOS REIS (UNIRITTER),UNIRITTER,(51) 3230.3333,www.uniritter.edu.br,regulacao@laureate.com.br,Rua Orfanotrófio - 555 - CEP: 90840-440 - Alto Teresópolis,Porto Alegre,RS,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,1971-10-19,5,2015,5,2013,3,2019,,,,Ativa
273,ABEP - ACADEMIA BAIANA DE ENSINO PESQUISA E EXTENSAO LTDA,13.477.369/0001-31,Privada com fins lucrativos,396,Centro Universitário Ruy Barbosa Wyden (UniRuy Wyden),UniRuy Wyden,(71) 32051757,www.wyden.com.br/frb,cguniruyw@gmail.com;regulatorio.nacional@estacio.br;maria.mota@yduqs.com.br;hubert.soares@yduqs.com,Av. Luis Viana Filho - 3172 - CEP: 41720-200 - Imbuí,Salvador,BA,Centro Universitário,Presencial - Superior,Privada,Privada com fins lucrativos,1989-05-09,4,2018,-,,3,2019,,,,Ativa
97,INSTITUTO DAS APOSTOLAS DO SAGRADO CORACAO DE JESUS,61.015.087/0001-65,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,137,CENTRO UNIVERSITÁRIO SAGRADO CORAÇÃO (UNISAGRADO),UNISAGRADO,(14) 2107-7380/ (14) 2107-7001,www.unisagrado.edu.br,reitoria@unisagrado.edu.br; procuradoriainstitucional@unisagrado.edu.br,Rua Irmã Arminda - 10-50 - CEP: 17011-160 - Jardim Brasil,Bauru,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1986-05-02,4,2016,5,2014,4,2019,,,,Ativa
978,INSPETORIA SAO JOAO BOSCO,33.583.592/0001-70,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1494,Centro Universitário Salesiano (UniSales),UniSales,(27)3331 8500,http://www.unisales.br/,faculdade@unisales.br,Avenida Vitória - 950 - CEP: 29017-950 - Forte São João,Vitória,ES,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,2000-05-05,5,2015,5,2016,3,2019,,,,Ativa
607,LICEU CORACAO DE JESUS,60.463.072/0001-05,Privada sem fins lucrativos,1032,CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO (UNISAL),UNISAL,(11) 3221-3031 ramal 313,www.unisal.br,regina.matosl@unisal.br,Avenida de Cillo - 3.500 - CEP: 13467-600 - Parque Novo Mundo,Americana,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1952-02-20,4,2018,5,2018,3,2019,,,,Ativa
1142,SOCIEDADE EDUCATIVA E CULTURAL AMELIA S/C LTDA - EPP,02.785.295/0001-84,Privada com fins lucrativos,1726,CENTRO UNIVERSITÁRIO SANTA AMÉLIA (SECAL),SECAL,(42) 3220 6700,www.unisecal.edu.br,rubia.andrade@unisecal.edu.br,Rua Barão do Cerro Azul - 827 - CEP: 84010-210 - Centro,Ponta Grossa,PR,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,2001-05-22,4,2017,4,2018,3,2019,,,Credenciamento EaD Provisório,Ativa
599,UNIAO PARANAENSE DE ENSINO E CULTURA -UNIPEC,76.753.086/0001-95,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1872,CENTRO UNIVERSITÁRIO SANTA CRUZ DE CURITIBA (UNI SANTA CRUZ),UNI SANTA CRUZ,(41) 3052-4900,www.unisantacruz.edu.br,reitor@unisantacruz.edu.br; proac@unisantacruz.edu.br; secgeral@unisantacruz.edu.br,Rua Affife Mansur - 565 - CEP: 81050-180 - Novo Mundo,Curitiba,PR,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,2002-05-29,5,2019,4,2017,3,2019,,,,Ativa
316,INSTITUTO SANTANENSE DE ENSINO SUPERIOR,62.881.099/0001-35,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,456,CENTRO UNIVERSITÁRIO SANT´ANNA (UNISANT'ANNA),UNISANT'ANNA,(11) 2175 8000,www.unisantanna.br,natanael.aleva@unisantanna.br;yara.carvalho@unisantanna.br;rudney@unisantanna.br,Rua Voluntários da Pátria - 257 - CEP: 02011-000 - Santana,São Paulo,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1970-03-24,3,2009,4,2015,3,2019,,,,Ativa
781,ASSOCIACAO TERESINENSE DE ENSINO S/C LTDA,34.965.491/0001-27,Privada com fins lucrativos,1131,CENTRO UNIVERSITÁRIO SANTO AGOSTINHO (UNIFSA),UNIFSA,(86)3215-8700,www.unifsa.com.br,reccursos@unifsa.com.br; indiralira@unifsa.com.br,Avenida Valter Alencar - 665 - CEP: 64019-625 - Sao Pedro,Teresina,PI,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,1998-06-29,4,2017,4,2018,3,2019,,,Credenciamento EaD Provisório,Ativa
497,UNIAO SOCIAL CAMILIANA,58.250.689/0001-92,Privada sem fins lucrativos,737,CENTRO UNIVERSITÁRIO SÃO CAMILO (SAO CAMILO),SAO CAMILO,(11)34652606 (11)34652603,www.saocamilo-sp.br,celinac@saocamilo-sp.br;joao.gomes@saocamilo-sp.br;carlos.ferrara@saocamilo-sp.br,Avenida Nazaré - 1.501 - CEP: 04263-200 - Ipiranga,São Paulo,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1976-01-16,4,2012,5,2014,4,2019,,,,Ativa
497,UNIAO SOCIAL CAMILIANA,58.250.689/0001-92,Privada sem fins lucrativos,739,CENTRO UNIVERSITÁRIO SÃO CAMILO - ESPÍRITO SANTO (SÃO CAMILO-ES),SÃO CAMILO-ES,(28) 3526 5911 (28) 3526 5940,www.saocamilo-es.br,claudiagarcia@saocamilo-es.br,Rua São Camilo de Lellis - 01 - CEP: 29304-910 - Paraiso,Cachoeiro de Itapemirim,ES,Centro Universitário,Presencial - Superior,Privada,Privada sem fins lucrativos,1967-04-27,4,2014,-,,3,2019,,,,Ativa
824,INSTITUTO AVANCADO DE ENSINO SUPERIOR DE BARREIRAS - IAESB,42.752.675/0001-37,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,1227,CENTRO UNIVERSITÁRIO SÃO FRANCISCO DE BARREIRAS,-,(81) 3413-4611,www.fasb.edu.br,emec@sereducacional.com,Avenida São Desidério - 2440 - CEP: 47808-180 - Ribeirão,Barreiras,BA,Centro Universitário,Presencial - Superior,Privada,Privada sem fins lucrativos,1999-03-16,4,2018,4,2019,3,2019,,,,Ativa
469,SOCIEDADE DE EDUCACAO E ASSISTENCIA REALENGO - SEARA,42.401.588/0001-35,Privada sem fins lucrativos,705,CENTRO UNIVERSITÁRIO SÃO JOSÉ (UNISJ),UNISJ,(021) 3159-1249,www.saojose.br,charbel@saojose.br;ahayassy@uol.com.br;secretaria@saojose.br;coord_adm@saojose.br;djima@uol.com.br,Rua Marechal Soares D'Andrea - 90 - CEP: 21710-180 - Realengo,Rio de Janeiro,RJ,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1980-07-22,4,2019,4,2014,4,2019,,,,Ativa
69,FUNDACAO EDUCACIONAL E CULTURAL SAO JOSE,29.642.709/0001-72,Privada sem fins lucrativos,5671,CENTRO UNIVERSITÁRIO SÃO JOSÉ DE ITAPERUNA,-,22 38110700,www.fsj.edu.br,unifsj@fsj.edu.br,Rua Major Porphirio Henriques - 41 - CEP: 28300-000 - Centro,Itaperuna,RJ,Centro Universitário,Presencial - Superior,Privada,Privada sem fins lucrativos,2009-05-12,3,2017,-,,3,2019,,,,Ativa
346,"INSTITUTO DE EDUCACAO, CULTURA E ENSINO SUPERIOR S/A",44.952.711/0001-31,Privada com fins lucrativos,502,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU (CSJT),CSJT,(13) 3228-2015 / (13) 3228-2111 / 11 9 8764-4574,www.unimonte.br,regulatorio@animaeducacao.com.br,Avenida Rangel Pestana - 99 - CEP: 11013-551 - Vila Mathias,Santos,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,1972-03-03,4,2018,4,2017,4,2019,,,,Ativa
938,CENTRO DE ENSINO SAO LUCAS LTDA,84.596.170/0001-70,Privada com fins lucrativos,1414,CENTRO UNIVERSITÁRIO SÃO LUCAS (UniSL),UniSL,(69) 3211 8025; 3211-8019,www.saolucas.edu.br,andre.camelo@saolucas.edu.br; reitoria@saolucas.edu.br,Rua Alexandre Guimarães - 1927 - CEP: 76804-373 - Areal,Porto Velho,RO,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,1999-12-07,4,2015,4,2017,4,2019,,,Unificação de Mantidas,Ativa
938,CENTRO DE ENSINO SAO LUCAS LTDA,84.596.170/0001-70,Privada com fins lucrativos,450,Centro Universitário São Lucas Ji-Paraná (UniSL),UniSL,(69) 3411-2703 - (69) 3411-2704,www.saolucas.edu.br,reitoriajp@saolucas.edu.br; rosangela.rosa@saolucasjiparana.edu.br,Avenida Engenheiro Manfredo Barata Almeida da Fonseca - 542 - CEP: 76907-524 - Jardim Aurélio Bernardi,Ji-Paraná,RO,Centro Universitário,Presencial - Superior,Privada,Privada com fins lucrativos,1989-01-06,4,2018,-,,3,2019,,,,Ativa
1101,SOCIEDADE CULTURAL E EDUCACIONAL SANTA RITA DE CASSIA LTDA - ME,02.883.040/0001-54,Privada com fins lucrativos,1676,CENTRO UNIVERSITÁRIO SÃO MIGUEL (UNISÃOMIGUEL),UNISÃOMIGUEL,(81) 9 91880161,www.unisaomiguel.edu.br,"saulofarias@csainfo.com.br;diretora@focca.com.br,marco@quapin.com",Avenida Conde da Boa Vista - 1410 - CEP: 50060-001 - Boa Vista,Recife,PE,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,2001-03-29,4,2017,4,2015,3,2019,,,,Ativa
650,ASSOCIACAO DE ENSINO SUPERIOR DE SAO ROQUE,58.988.197/0001-07,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,923,CENTRO UNIVERSITÁRIO SÃO ROQUE (UNISÃO ROQUE),UNISÃO ROQUE,(11) 4719 9300,www.facsaoroque.br,fac@facsaoroque.br,Rua Padre Marçal - 30 - CEP: 18130-100 - Centro,São Roque,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1995-03-28,4,2018,4,2015,4,2019,,,,Ativa
1879,ASSOCIACAO BENEFICENTE DA INDUSTRIA CARBONIFERA DE SANTA CATARINA (SATC),83.649.830/0001-71,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,2896,Centro Universitário SATC (UniSATC),UniSATC,(48) 3431 7568,www.satc.edu.br,kelli.silva@satc.edu.br,Rua Pascoal Meller - 73 - CEP: 88805-380 - Universitário,Criciúma,SC,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,2003-11-28,4,2020,4,2019,3,2019,,,Credenciamento EaD Provisório,Ativa
543,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,03.709.814/0001-98,Privada sem fins lucrativos,3985,CENTRO UNIVERSITÁRIO SENAC (SENACSP),SENACSP,56827444;56827300;56827397,www.sp.senac.br,michelle.cvigueles@sp.senac.br; elisa.pmendonca@sp.senac.br; junior.crafael@sp.senac.br,Av. Engenheiro Eusébio Stevaux - nº 823 - CEP: 04696-000 - Jurubatuba,São Paulo,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1988-12-22,5,2015,5,2016,3,2019,,,,Ativa
2499,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL,03.795.071/0001-16,Privada sem fins lucrativos,3962,CENTRO UNIVERSITÁRIO SENAI CIMATEC (SENAI CIMATEC),SENAI CIMATEC,(71) 34629510 / 38795241 / 981016006,http://www.senaicimatec.com.br,tarsobrn@gmail.com,Avenida Orlando Gomes - 1845 - CEP: 41650-010 - Piatã,Salvador,BA,Centro Universitário,Presencial - Superior,Privada,Privada sem fins lucrativos,2004-06-21,4,2015,-,,4,2019,,,,Ativa
330,FESO FUNDACAO EDUCACIONAL SERRA DOS ORGAOS,32.190.092/0001-06,Privada sem fins lucrativos,480,CENTRO UNIVERSITÁRIO SERRA DOS ÓRGÃOS (UNIFESO),UNIFESO,(21) 2641-7072,www.unifeso.edu.br,reitoria@unifeso.edu.br,Avenida Alberto Torres - 111 - CEP: 25964-004 - Alto,Teresópolis,RJ,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1970-04-13,4,2017,4,2015,3,2019,,,,Ativa
1023,EDUCADORA SETE DE SETEMBRO LTDA,07.240.328/0001-24,Privada com fins lucrativos,1556,CENTRO UNIVERSITÁRIO SETE DE SETEMBRO (UNI7),UNI7,(85) 4006-7600,http://www.uni7.edu.br,ednilton@7setembro.com.br,Rua Almirante Maximiano da Fonseca - 1395 - CEP: 60811-020 - Eng. Luciano Cavalcante,Fortaleza,CE,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,2000-08-24,4,2016,4,2019,4,2019,,,,Ativa
1078,ASSOCIACAO BRASILEIRA DE EDUCACAO FAMILIAR E SOCIAL,33.164.450/0001-79,Privada sem fins lucrativos,1641,CENTRO UNIVERSITÁRIO SOCIAL DA BAHIA (UNISBA),UNISBA,(71)40093695,www.unisba.edu.br,rmargareth@unisba.edu.br,Avenida Oceânica - 2717 - CEP: 40170-110 - Ondina,Salvador,BA,Centro Universitário,Presencial - Superior,Privada,Privada sem fins lucrativos,2001-03-20,4,2018,-,,3,2019,,,,Ativa
902,SOCIEDADE DE EDUCACAO SUPERIOR E CULTURA BRASIL S.A.,84.684.182/0001-57,Privada com fins lucrativos,1351,CENTRO UNIVERSITÁRIO SOCIESC,-,(47) 3461 0275,http://www.sociesc.org.br/pt/unisociesc/,regulatorio@animaeducacao.com.br,Rua Gothard Kaesemodel - 833 - CEP: 89203-522 - Anita Garibaldi,Joinville,SC,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1999-07-29,4,2018,5,2014,4,2019,,,,Ativa
902,SOCIEDADE DE EDUCACAO SUPERIOR E CULTURA BRASIL S.A.,84.684.182/0001-57,Privada com fins lucrativos,1618,CENTRO UNIVERSITÁRIO SOCIESC DE BLUMENAU,-,(47) 21112900,www.unisociesc.org.br,regulatorio@animaeducacao.com.br,Rua Pandiá Calógeras - 272 - CEP: 89010-350 - Jardim Blumenau,Blumenau,SC,Centro Universitário,Presencial - Superior,Privada,Privada com fins lucrativos,2000-12-28,5,2018,-,,4,2019,,,,Ativa
878,INSTITUICAO CHADDAD DE ENSINO LTDA,02.639.957/0001-08,Privada com fins lucrativos,1317,Centro Universitário Sudoeste Paulista (UniFSP),UniFSP,(14) 37114020,www.unifsp.edu.br,irineu@unifsp.edu.br,Avenida Professor Celso Ferreira da Silva - 1001 - CEP: 18707-150 - Jardim Europa,Avaré,SP,Centro Universitário,EAD - Superior / EAD - Lato-sensu / Presencial - Superior,Privada,Privada com fins lucrativos,1999-06-23,4,2017,4,2019,4,2019,,,,Ativa
17968,ARS ENSINO SUPERIOR LTDA,37.886.308/0001-96,Privada com fins lucrativos,1388,CENTRO UNIVERSITÁRIO SUMARÉ,-,(11) 3067 7960,http://www.sumare.edu.br,facsumare@ises.com.br,Avenida Doutor Arnaldo - 1753 - CEP: 01255-000 - Sumaré,São Paulo,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,1999-11-03,3,2018,4,2018,4,2019,,,,Ativa
131,ASSOCIACAO CARUARUENSE DE ENSINO SUPERIOR - ASCES,09.993.940/0001-01,Privada sem fins lucrativos,2409,CENTRO UNIVERSITÁRIO TABOSA DE ALMEIDA (ASCES-UNITA),ASCES-UNITA,(081) 2103 2000,www.asces.edu.br,asces@asces.edu.br,Avenida Portugal - 584 - CEP: 55016-901 - Universitário,Caruaru,PE,Centro Universitário,Presencial - Superior,Privada,Privada sem fins lucrativos,1959-04-16,4,2014,-,,3,2019,,,,Ativa
778,INSTITUTO SANTA TERESA,51.778.645/0001-90,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,738,CENTRO UNIVERSITÁRIO TERESA D'ÁVILA (FATEA),FATEA,(12)21242816; 21242898; 21242870;21242842,www.unifatea.edu.br,reitoria@fatea.br;secretaria_fatea@fatea.br,Avenida Doutor Peixoto de Castro - 539 - CEP: 12606-580 - Cruz,Lorena,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada sem fins lucrativos,1975-08-15,4,2015,-,,3,2019,,,,Ativa
274,SOCIEDADE DE EDUCACAO TIRADENTES S.A,13.013.263/0001-87,Privada com fins lucrativos,4530,CENTRO UNIVERSITÁRIO TIRADENTES (UNIT),UNIT,(82) 33113100,,jose_adailton@unit.br; elisangela_sousa@unit.br; saumineo_nascimento@grupotiradentes.com,Avenida Gustavo Paiva - 5.017 - CEP: 57031-530 - Cruz das Almas,Maceió,AL,Centro Universitário,Presencial - Superior,Privada,Privada com fins lucrativos,2006-05-02,5,2019,-,,3,2019,,,,Ativa
274,SOCIEDADE DE EDUCACAO TIRADENTES S.A,13.013.263/0001-87,Privada com fins lucrativos,1709,Centro Universitário Tiradentes de Pernambuco (UNIT PE),UNIT PE,(81) 3073 8877,www.facipe.edu.br,jose_adailton@unit.br; elisangela_sousa@unit.br; saumineo_nascimento@grupotiradentes.com,Rua Barão de São Borja - 421 ao fim - ímpar - 427 - CEP: 50070-135 - Boa Vista,Recife,PE,Centro Universitário,Presencial - Superior,Privada,Privada com fins lucrativos,2001-05-02,4,2017,-,,4,2019,,,,Ativa
1336,ITPAC INSTITUTO TOCANTINENSE PRESIDENTE ANTONIO CARLOS S.A,02.941.990/0001-98,Privada com fins lucrativos,4849,Centro Universitário Tocantinense Presidente Antônio Carlos (UNITPAC),UNITPAC,(63) 3411 8500,www.unitpac.com.br,fabiana.bringel@unitpac.edu.br;leude.rodrigues@unitpac.edu.br,Avenida Filadélfia - 568 - CEP: 77816-540 - Setor Oeste,Araguaína,TO,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,2005-12-14,4,2016,5,2018,3,2019,,,Credenciamento EaD Provisório,Ativa
85,SOCIEDADE DE ENSINO SUPERIOR TOLEDO LTDA.,43.767.540/0001-08,Privada com fins lucrativos,1418,CENTRO UNIVERSITÁRIO TOLEDO (UNITOLEDO),UNITOLEDO,(18) 3636 7000 R 7004,www.toledo.br,cgunitoledo@gmail.com;regulatorio.nacional@estacio.br;anamaria@unitoledo.br;,Rua Antonio Afonso de Toledo - 595 - CEP: 16015-270 - Jardim Sumaré,Araçatuba,SP,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,1967-03-14,5,2018,5,2018,4,2019,,,,Ativa
3052,BRASIL EDUCACAO S/A,05.648.257/0001-78,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,344,CENTRO UNIVERSITÁRIO UNA (UNA),UNA,(31) 33199226,www.una.br,regulatorio@animaeducacao.com.br,Rua dos Aimorés - 1.451 - CEP: 30140-071 - Lourdes,Belo Horizonte,MG,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,1970-11-27,4,2012,5,2019,4,2019,,,Em Supervisão - Procedimento Sancionador com Medida Cautelar,Ativa
3052,BRASIL EDUCACAO S/A,05.648.257/0001-78,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,14028,Centro Universitário UNA de Betim,-,(31) 3515-1008 / (31) 3290-8895,www.una.br,reitoria@una.br;regulatorio@animaeducacao.com.br,Avenida Governador Valadares - 640 - CEP: 32600-216 - Centro,Betim,MG,Centro Universitário,Presencial - Superior,Privada,Privada com fins lucrativos,2007-04-18,5,2018,-,,4,2019,,,,Ativa
1117,FACEB EDUCACAO LTDA,03.099.921/0001-41,Privada com fins lucrativos,15452,CENTRO UNIVERSITÁRIO UNA DE BOM DESPACHO (UNA),UNA,31 3319-9226,www.una.br,regulatorio@animaeducacao.com.br,Br 262 - Km 480 - S/N - CEP: 35600-000 - Zona Rural,Bom Despacho,MG,Centro Universitário,EAD - Superior / Presencial - Superior,Privada,Privada com fins lucrativos,2001-08-08,4,2016,-,,4,2019,,,,Ativa
3052,BRASIL EDUCACAO S/A,05.648.257/0001-78,Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil,4766,Centro Universitário UNA de Contagem,-,31 33199226,www.una.br,regulatorio@animaeducacao.com.br,Avenida João César de Oliveira - 5775 - CEP: 32040-000 - Beatriz,Contagem,MG,Centro Universitário,Presencial - Superior,Privada,Privada com fins lucrativos,2007-09-14,4,2019,-,,4,2019,,,,Ativa
